Employee_ID,Age_Group,Monthly_Income_Band,Tenure_Group,Distance_Band,Manager_Tenure_Group,Satisfaction_Index,Engagement_Score,Salary_vs_Role_Avg,High_Flight_Risk,Stagnation_Flag,Attrition_Binary,Education_Label,Environment_Satisfaction_Label,Job_Satisfaction_Label,Relationship_Satisfaction_Label,Work_Life_Balance_Label,Performance_Rating_Label,Stock_Option_Label
19,26-35,Low,"Early Tenure",Far,Developing,2.75,2.60,0.63,1,0,1,Bachelor,High,High,Medium,Better,"Meets Expectations",None
1594,36-45,Medium,"Early Tenure",Close,New,2.25,2.60,1.72,1,0,0,Master,Low,Low,"Very High",Better,"Meets Expectations",Low
1596,26-35,Medium,Established,Far,Established,2.75,3.00,1.05,0,1,0,Bachelor,Medium,High,"Very High",Good,"Meets Expectations",Medium
22,18-25,Low,"New Hire",Moderate,New,3.00,3.20,0.91,0,0,0,College,"Very High","Very High",Medium,Good,"Meets Expectations",Medium
1599,36-45,Medium,Established,Far,New,3.00,3.20,1.51,0,0,0,Bachelor,"Very High",Medium,High,Better,"Meets Expectations",Low
1601,26-35,Low,"New Hire",Close,New,3.25,3.00,0.83,0,0,0,College,High,"Very High","Very High",Good,"Meets Expectations",Low
1604,26-35,Low,"New Hire",Far,New,2.75,2.80,0.74,1,0,1,Bachelor,High,Medium,High,Better,"Meets Expectations",High
405,18-25,Low,"New Hire","Very Close",New,3.00,3.00,0.44,1,0,1,Bachelor,High,High,High,Better,"Meets Expectations",None
1611,36-45,Medium,Established,"Very Close",Developing,2.00,1.80,1.78,0,0,0,Doctor,High,Low,Low,Better,"Meets Expectations",None
407,36-45,Medium,"New Hire",Moderate,New,3.50,3.60,1.14,0,0,0,Master,High,"Very High","Very High",Better,"Meets Expectations",Medium
1617,46-55,Medium,Established,Far,Developing,2.50,2.60,0.99,0,0,0,Master,High,Low,"Very High",Good,"Meets Expectations",Low
716,46-55,Medium,"Long Tenure",Far,Established,3.25,3.40,1.00,0,0,0,"Below College","Very High",High,High,Better,"Meets Expectations",High
1619,26-35,Medium,Established,Moderate,Established,2.25,2.20,1.26,0,0,0,Bachelor,"Very High",Low,Low,Better,"Meets Expectations",Medium
1627,36-45,Medium,Established,"Very Close",Established,3.25,3.00,0.95,0,0,0,College,High,High,"Very High",Better,"Meets Expectations",Low
419,36-45,Medium,Established,Far,Established,2.50,2.60,1.75,0,0,0,Master,Medium,Medium,High,Better,"Meets Expectations",Low
39,26-35,Low,"New Hire","Very Close",New,3.50,3.40,0.77,0,0,0,Bachelor,High,"Very High","Very High",Better,"Meets Expectations",None
41,26-35,Low,Established,Close,Established,2.75,2.60,0.68,0,0,0,College,"Very High",High,Low,Better,"Meets Expectations",None
1649,36-45,Low,"Early Tenure",Close,Developing,1.25,1.60,0.67,1,0,1,Bachelor,Low,Low,Medium,Bad,"Meets Expectations",None
1659,36-45,Low,"Early Tenure",Close,Developing,2.25,2.40,0.62,0,0,0,Bachelor,Low,Medium,High,Better,"Meets Expectations",None
1674,46-55,Low,"New Hire",Moderate,New,2.25,2.40,0.80,0,0,0,Bachelor,"Very High",Low,Medium,Good,"Meets Expectations",Low
425,36-45,Medium,Veteran,Close,Long-Term,1.50,1.80,1.61,0,0,0,Bachelor,Low,Low,Low,Better,"Meets Expectations",Low
1675,36-45,Low,"Early Tenure","Very Close",Developing,2.75,2.60,0.75,0,0,0,Bachelor,"Very High",Medium,Medium,Better,Excellent,None
1684,18-25,Medium,"Early Tenure",Close,New,2.75,2.60,1.23,1,0,1,"Below College","Very High",High,Low,Better,"Meets Expectations",None
1687,36-45,Medium,"New Hire","Very Close",New,3.25,3.20,1.02,0,0,0,College,"Very High",High,"Very High",Good,"Meets Expectations",Low
53,26-35,Low,"New Hire","Very Close",New,3.25,3.20,0.60,0,0,0,College,High,"Very High",High,Better,"Meets Expectations",Low
54,26-35,Low,"New Hire","Very Close",New,3.00,3.00,0.72,0,0,0,Master,"Very High",Low,"Very High",Better,"Meets Expectations",Low
55,26-35,Low,"New Hire",Far,New,2.25,2.00,0.71,1,0,1,Bachelor,Low,High,High,Good,"Meets Expectations",None
430,36-45,Low,Established,Close,Established,2.75,2.80,0.76,0,0,0,Master,High,"Very High",Low,Better,"Meets Expectations",None
57,26-35,Medium,"Long Tenure","Very Close",Established,3.50,3.40,1.24,0,0,0,College,High,"Very High","Very High",Better,Excellent,None
1692,26-35,Low,"New Hire","Very Close",New,2.50,2.60,0.43,1,0,1,Master,"Very High",Medium,Low,Better,"Meets Expectations",None
1693,26-35,Low,Established,Close,Established,3.50,3.40,0.79,0,1,0,Bachelor,"Very High","Very High",High,Better,Excellent,None
1696,26-35,Medium,"Long Tenure","Very Close",Long-Term,3.25,3.00,1.23,0,0,0,College,Medium,"Very High",High,Best,"Meets Expectations",Low
1698,26-35,Low,"Long Tenure",Far,Long-Term,2.75,3.00,0.63,0,0,0,Bachelor,Medium,Medium,"Very High",Better,"Meets Expectations",High
63,26-35,Low,"New Hire",Close,New,3.75,3.80,0.70,0,0,0,"Below College","Very High","Very High","Very High",Better,"Meets Expectations",None
64,46-55,Medium,"New Hire","Very Close",New,2.75,2.60,1.66,1,0,1,College,Low,High,"Very High",Better,"Meets Expectations",None
65,26-35,Medium,"New Hire","Very Close",New,2.75,2.80,1.06,1,0,1,Master,High,High,High,Good,"Meets Expectations",None
1709,26-35,Low,"Early Tenure",Close,New,3.25,3.20,0.92,0,0,0,Master,"Very High",High,High,Better,"Meets Expectations",Low
1718,26-35,Low,"Early Tenure",Moderate,New,3.50,3.00,0.71,0,0,0,Master,"Very High",High,High,Best,"Meets Expectations",High
1721,26-35,Medium,"Early Tenure","Very Close",Developing,3.25,3.20,1.07,0,0,0,Master,Medium,High,"Very High",Best,"Meets Expectations",Low
1725,18-25,Medium,Established,Far,New,2.25,2.40,1.21,0,0,0,"Below College",Medium,Low,Medium,Best,"Meets Expectations",High
75,26-35,Medium,"New Hire",Far,New,2.50,2.60,1.24,0,0,0,Master,High,Low,High,Better,"Meets Expectations",Low
76,26-35,Medium,Established,Close,Established,3.50,3.40,1.83,0,0,0,Master,"Very High","Very High","Very High",Good,Excellent,Low
744,36-45,Medium,"Early Tenure",Far,Developing,2.50,2.20,1.15,0,0,0,Bachelor,Low,High,High,Better,"Meets Expectations",None
1735,18-25,Medium,"Early Tenure","Very Close",New,2.25,2.40,1.02,0,0,0,"Below College",High,Medium,High,Bad,"Meets Expectations",None
79,36-45,Low,Established,Far,Established,3.75,3.60,0.74,0,1,0,Doctor,"Very High","Very High","Very High",Better,"Meets Expectations",None
1737,36-45,Medium,Established,"Very Close",Established,3.75,3.60,2.00,0,1,0,Bachelor,"Very High","Very High","Very High",Better,"Meets Expectations",Low
1760,36-45,Low,Established,"Very Close",Developing,2.25,2.20,0.76,0,0,0,College,High,Medium,Medium,Good,"Meets Expectations",Low
1768,36-45,Low,"Early Tenure",Moderate,Developing,2.00,2.20,0.85,0,0,0,Bachelor,Medium,Medium,Medium,Good,Excellent,High
448,36-45,Medium,Established,Close,New,3.00,2.80,1.62,0,0,0,Master,High,High,Medium,Best,"Meets Expectations",Low
1772,36-45,Low,"Early Tenure",Close,Developing,2.25,2.40,0.71,0,0,0,Master,High,Low,Medium,Better,Excellent,Medium
758,18-25,Low,"Early Tenure",Close,New,2.75,2.80,0.77,0,0,0,"Below College",Medium,Low,"Very High",Best,"Meets Expectations",Low
1782,36-45,Medium,"Early Tenure",Close,Developing,3.00,2.80,1.14,0,0,0,College,"Very High",High,Medium,Better,"Meets Expectations",Low
1783,18-25,Low,"New Hire",Close,New,2.50,2.60,0.74,1,0,1,"Below College",High,Low,High,Better,"Meets Expectations",None
454,26-35,Low,Established,Close,Established,2.25,2.00,0.65,1,0,1,Master,Medium,Low,"Very High",Good,"Meets Expectations",None
455,26-35,Medium,"Early Tenure",Close,New,3.00,2.80,1.23,0,0,0,Doctor,Medium,"Very High",High,Better,"Meets Expectations",None
769,46-55,Low,"New Hire",Close,New,3.75,3.60,0.76,0,0,0,Bachelor,"Very High","Very High","Very High",Better,"Meets Expectations",None
97,36-45,Medium,"New Hire",Close,New,2.75,3.00,0.94,0,0,0,Bachelor,Medium,"Very High",Medium,Better,"Meets Expectations",None
772,26-35,Medium,Established,Far,Established,3.00,3.00,1.64,0,0,0,Master,Low,"Very High","Very High",Better,"Meets Expectations",Medium
1807,26-35,Medium,Established,Close,Established,2.50,2.60,1.65,1,0,1,Master,"Very High",Low,High,Good,"Meets Expectations",Low
1826,26-35,Low,"Early Tenure",Far,Developing,2.75,2.40,0.84,0,0,0,Master,Medium,High,Medium,Best,"Meets Expectations",Low
1850,26-35,Low,"Early Tenure","Very Close",New,3.25,3.20,0.73,0,0,0,College,"Very High","Very High",High,Good,"Meets Expectations",None
104,26-35,Medium,Established,"Very Close",New,3.25,3.00,1.58,0,0,0,"Below College","Very High","Very High",High,Good,"Meets Expectations",Medium
1852,26-35,Medium,"Long Tenure",Moderate,Established,3.50,3.40,1.18,0,0,0,"Below College","Very High","Very High",Medium,Best,"Meets Expectations",None
1856,46-55,Low,"New Hire",Close,New,2.75,2.80,0.65,0,0,0,Master,Medium,High,High,Better,"Meets Expectations",None
1860,36-45,Medium,"New Hire",Close,New,3.50,3.40,1.23,0,0,0,Bachelor,"Very High",High,"Very High",Better,"Meets Expectations",None
1881,26-35,Medium,Established,Moderate,New,2.25,2.40,1.30,0,0,0,Bachelor,Medium,High,Low,Better,"Meets Expectations",Low
1883,26-35,Low,"Early Tenure",Close,New,2.50,2.60,0.64,0,0,0,Bachelor,"Very High",Low,Medium,Better,"Meets Expectations",None
1907,56+,Low,"Early Tenure",Far,New,3.00,3.00,0.80,1,0,1,College,Low,"Very High","Very High",Better,"Meets Expectations",None
116,46-55,Low,"Early Tenure",Close,Developing,3.25,3.20,0.64,0,0,0,Master,"Very High","Very High",Medium,Better,Excellent,Medium
1916,26-35,Medium,"New Hire","Very Close",New,2.00,2.40,1.23,0,0,0,Bachelor,Low,High,Medium,Good,"Meets Expectations",Low
471,26-35,Low,Established,"Very Close",Established,2.75,2.80,0.73,0,0,0,Bachelor,High,Medium,High,Better,"Meets Expectations",Low
1918,26-35,Low,Established,Close,Established,2.75,3.00,0.79,0,1,0,Bachelor,High,"Very High",Low,Better,"Meets Expectations",Low
1949,36-45,Low,"Early Tenure",Close,New,2.00,2.40,0.87,0,0,0,Master,Low,Medium,Medium,Better,Excellent,None
792,26-35,Medium,"New Hire","Very Close",New,2.25,2.00,1.35,0,0,0,College,Low,"Very High",Low,Better,"Meets Expectations",Low
1952,26-35,Low,Established,"Very Close",Established,2.50,2.60,0.89,0,1,0,Bachelor,High,Low,"Very High",Good,"Meets Expectations",None
1960,26-35,Low,"Early Tenure",Moderate,Developing,2.50,2.40,0.73,1,0,1,Bachelor,High,"Very High",Low,Good,"Meets Expectations",Low
1974,26-35,Low,"New Hire","Very Close",New,3.50,3.00,0.35,0,0,0,"Below College","Very High","Very High",High,Better,"Meets Expectations",High
132,36-45,Low,"Early Tenure",Far,New,2.75,2.80,0.63,0,0,0,Bachelor,Medium,Medium,High,Best,"Meets Expectations",Low
1982,18-25,Low,"Early Tenure",Moderate,Developing,3.75,3.60,0.82,0,0,0,College,"Very High","Very High",High,Best,"Meets Expectations",None
137,18-25,Low,"New Hire",Close,New,3.25,3.00,0.90,1,0,1,Bachelor,"Very High","Very High",Medium,Better,"Meets Expectations",None
483,36-45,Low,Established,Close,Established,3.25,3.40,0.68,0,0,0,Master,"Very High",High,High,Better,"Meets Expectations",Low
1985,36-45,Medium,Established,Moderate,Developing,3.00,3.00,1.95,0,1,0,Bachelor,"Very High",High,Low,Best,"Meets Expectations",Low
1989,26-35,Medium,"Long Tenure","Very Close",Established,2.75,2.80,1.16,0,0,0,College,"Very High",Medium,High,Good,"Meets Expectations",None
486,36-45,Medium,"Early Tenure",Close,Developing,2.25,2.40,1.07,0,0,0,Bachelor,High,Low,Medium,Better,Excellent,Low
1992,18-25,Medium,"New Hire","Very Close",New,3.00,3.00,1.23,0,0,0,"Below College","Very High",High,High,Good,"Meets Expectations",Low
144,18-25,Low,"New Hire",Moderate,New,3.00,3.00,0.89,0,0,0,Bachelor,Medium,"Very High",High,Better,"Meets Expectations",None
147,26-35,Medium,Established,Close,Established,2.75,2.40,1.88,1,0,1,Bachelor,Low,High,"Very High",Better,Excellent,None
1994,26-35,Low,"New Hire","Very Close",New,2.50,2.40,0.62,0,0,0,College,Medium,High,High,Good,"Meets Expectations",High
150,18-25,Low,"Early Tenure",Moderate,New,2.75,2.80,0.86,0,0,0,"Below College",Medium,High,High,Better,"Meets Expectations",Low
806,26-35,Medium,"New Hire","Very Close",New,3.25,2.80,1.18,0,0,0,Bachelor,"Very High",High,High,Better,Excellent,Medium
2003,26-35,Low,"New Hire",Moderate,New,3.25,3.20,0.82,0,0,0,Master,"Very High",High,High,Better,"Meets Expectations",Low
2010,26-35,Low,Established,Far,New,2.75,2.60,0.88,0,0,0,Master,High,Medium,High,Better,"Meets Expectations",None
811,18-25,Low,"New Hire",Close,New,2.50,2.80,0.49,1,0,1,Bachelor,High,Low,High,Better,Excellent,Medium
155,36-45,Low,"New Hire","Very Close",New,2.25,2.40,0.88,0,0,0,College,Low,"Very High",Low,Better,Excellent,Low
497,26-35,Medium,"Early Tenure","Very Close",Developing,2.75,2.80,1.18,0,0,0,College,"Very High",Medium,Medium,Better,"Meets Expectations",Low
812,18-25,Low,"New Hire",Close,New,2.75,2.60,0.83,0,0,0,Bachelor,High,Medium,High,Better,"Meets Expectations",High
813,46-55,Medium,"Early Tenure",Moderate,Developing,3.00,3.00,0.97,0,0,0,Master,"Very High",High,Medium,Better,Excellent,Low
2012,36-45,Low,"New Hire","Very Close",New,2.50,2.60,0.74,0,0,0,Master,Low,"Very High",High,Good,"Meets Expectations",Medium
816,26-35,Low,"New Hire","Very Close",New,2.50,2.40,0.72,1,0,1,College,Medium,Low,"Very High",Better,"Meets Expectations",Low
2032,56+,Low,Established,Close,Established,3.00,3.00,0.72,1,1,1,College,"Very High",High,"Very High",Bad,"Meets Expectations",Low
2053,26-35,Medium,"Early Tenure",Moderate,Developing,2.50,2.40,1.24,0,0,0,College,"Very High",Medium,Low,Better,"Meets Expectations",Low
2061,36-45,Low,"Early Tenure",Far,Developing,3.25,3.40,0.79,0,0,0,College,High,"Very High",High,Better,"Meets Expectations",Low
169,18-25,Low,"New Hire","Very Close",New,3.25,3.20,0.78,0,0,0,"Below College",High,"Very High",High,Better,"Meets Expectations",Low
832,36-45,Medium,"New Hire",Moderate,New,2.75,2.60,1.57,0,0,0,Master,Low,High,"Very High",Better,"Meets Expectations",None
874,36-45,Low,"Early Tenure",Close,New,2.50,2.80,0.87,0,0,0,Master,Low,"Very High",High,Good,Excellent,Low
882,26-35,Low,"Early Tenure","Very Close",New,3.25,3.20,0.71,0,0,0,Bachelor,"Very High","Very High",Medium,Better,"Meets Expectations",Low
888,18-25,Medium,"Early Tenure","Very Close",Developing,2.75,2.60,0.98,0,0,0,"Below College",Low,"Very High","Very High",Good,"Meets Expectations",None
515,36-45,Medium,"Long Tenure",Moderate,Long-Term,2.50,2.60,0.94,0,1,0,Bachelor,"Very High",Low,High,Good,"Meets Expectations",Low
894,36-45,Medium,"Early Tenure","Very Close",Developing,2.75,3.00,1.62,0,0,0,Bachelor,High,"Very High",Medium,Good,"Meets Expectations",Low
517,36-45,Low,"Early Tenure","Very Close",New,2.00,2.20,0.80,0,0,0,Master,Medium,Low,Medium,Better,"Meets Expectations",Low
911,26-35,Low,"New Hire",Far,New,2.25,2.40,0.86,1,0,1,Master,Low,"Very High",High,Bad,Excellent,None
912,26-35,Low,"Early Tenure",Close,Developing,2.75,2.60,0.78,0,0,0,"Below College",Low,"Very High",High,Better,"Meets Expectations",High
190,26-35,Medium,"Early Tenure",Close,Developing,1.75,2.00,1.30,1,0,1,Bachelor,Low,Low,Low,Best,Excellent,None
521,36-45,Medium,"New Hire","Very Close",New,2.50,2.40,1.07,0,0,0,Bachelor,Medium,High,Medium,Better,Excellent,Low
918,56+,Low,"New Hire","Very Close",New,3.50,3.20,0.74,1,0,1,"Below College","Very High","Very High","Very High",Good,"Meets Expectations",Low
927,36-45,Low,Established,"Very Close",New,2.75,2.40,0.86,1,0,1,Master,Medium,"Very High",High,Good,"Meets Expectations",Low
932,36-45,Low,"New Hire",Close,New,2.50,2.60,0.74,1,0,1,Bachelor,"Very High",Low,"Very High",Bad,Excellent,None
525,36-45,Low,"Early Tenure",Far,New,3.00,3.00,0.70,0,0,0,Bachelor,"Very High","Very High",Low,Better,Excellent,Low
198,26-35,Low,"Early Tenure","Very Close",New,3.25,3.00,0.84,0,0,0,"Below College",Medium,"Very High","Very High",Better,"Meets Expectations",None
934,26-35,Low,"New Hire",Close,New,2.25,2.40,0.62,0,0,0,Bachelor,Medium,Medium,Medium,Better,"Meets Expectations",Medium
200,36-45,Low,"Early Tenure",Close,Developing,2.75,2.80,0.69,0,0,0,Master,High,Low,"Very High",Better,Excellent,Low
201,18-25,Low,"New Hire","Very Close",New,2.75,2.80,0.46,0,0,0,"Below College",Medium,Medium,"Very High",Better,"Meets Expectations",None
944,46-55,High,Veteran,Close,Established,2.00,2.20,2.29,0,0,0,College,Low,Medium,High,Good,"Meets Expectations",Low
530,26-35,Low,"Early Tenure","Very Close",New,2.75,2.60,0.69,0,0,0,College,"Very High",Low,High,Better,"Meets Expectations",Low
951,26-35,Low,"Early Tenure","Very Close",New,2.75,2.60,0.72,0,0,0,Bachelor,High,Medium,High,Better,Excellent,None
206,36-45,Low,"Long Tenure",Close,Long-Term,2.00,2.20,0.73,0,0,0,Bachelor,Medium,Medium,High,Bad,"Meets Expectations",Low
957,36-45,Medium,"Long Tenure",Close,Long-Term,2.75,2.80,1.46,0,0,0,Bachelor,"Very High",Low,High,Better,"Meets Expectations",None
958,36-45,Low,"Long Tenure","Very Close",Established,3.00,3.00,0.78,0,0,0,Master,High,High,High,Better,Excellent,None
960,18-25,Low,"New Hire","Very Close",New,1.75,2.00,0.92,1,0,1,Bachelor,Low,Low,Medium,Better,"Meets Expectations",None
536,26-35,Medium,Established,Moderate,Established,2.75,2.80,1.41,0,0,0,College,High,Low,"Very High",Better,"Meets Expectations",Low
538,18-25,Medium,"New Hire","Very Close",New,2.00,2.20,1.25,1,0,1,Bachelor,Low,Low,High,Better,"Meets Expectations",Low
972,36-45,Medium,Established,"Very Close",Established,2.25,2.40,1.37,0,0,0,College,High,Medium,Medium,Good,"Meets Expectations",None
996,36-45,Low,"Early Tenure","Very Close",New,3.75,3.60,0.70,0,0,0,Master,"Very High","Very High","Very High",Better,"Meets Expectations",Medium
1001,26-35,Low,"New Hire",Moderate,New,2.50,2.60,0.87,0,0,0,Master,High,Medium,Medium,Better,"Meets Expectations",Low
1002,36-45,Medium,Established,Far,Established,2.75,2.80,1.12,0,0,0,College,"Very High",Low,High,Better,"Meets Expectations",Low
1010,26-35,Medium,"Early Tenure",Moderate,New,2.50,2.40,1.16,1,0,1,Master,High,Medium,"Very High",Bad,Excellent,Low
1017,26-35,Low,"Early Tenure","Very Close",New,2.00,2.20,0.75,1,0,1,Bachelor,Medium,Medium,Low,Better,"Meets Expectations",None
1019,18-25,Low,"Early Tenure",Close,New,1.50,1.40,0.76,0,0,0,"Below College",Medium,Low,Low,Good,"Meets Expectations",Low
2068,26-35,Medium,"Early Tenure",Close,New,2.50,2.80,1.36,0,0,0,Bachelor,Medium,High,Low,Best,"Meets Expectations",None
1028,26-35,Medium,"Early Tenure",Close,New,2.25,2.40,1.21,0,0,0,Bachelor,Medium,"Very High",Low,Good,Excellent,Low
556,36-45,Low,"New Hire","Very Close",New,3.50,3.40,0.53,0,0,0,College,"Very High","Very High",High,Better,Excellent,Low
1030,46-55,Low,"New Hire",Close,New,2.50,2.60,0.74,0,0,0,Bachelor,Low,"Very High",Medium,Better,"Meets Expectations",None
1042,36-45,Low,"Long Tenure",Moderate,Long-Term,2.50,2.80,0.85,1,1,1,Master,High,Low,High,Better,"Meets Expectations",None
238,36-45,Low,Established,"Very Close",New,2.75,2.80,0.65,0,1,0,College,"Very High",Medium,High,Good,"Meets Expectations",None
239,26-35,Medium,"Long Tenure",Close,Established,2.50,2.60,0.95,0,1,0,Bachelor,High,Low,High,Better,"Meets Expectations",Medium
562,26-35,Low,"Early Tenure","Very Close",Developing,2.75,2.80,0.65,0,0,0,Bachelor,High,"Very High",High,Bad,"Meets Expectations",Low
1046,26-35,Medium,Established,Far,Established,3.00,3.00,1.24,0,1,0,Master,"Very High",High,Medium,Better,"Meets Expectations",None
1052,36-45,Medium,"New Hire",Moderate,New,2.00,2.20,1.49,1,0,1,Bachelor,Low,High,Medium,Good,"Meets Expectations",Low
243,18-25,Low,"New Hire","Very Close",New,2.75,2.60,0.34,1,0,1,Bachelor,Medium,"Very High",High,Good,Excellent,None
1079,18-25,Low,"New Hire",Close,New,1.75,1.80,0.44,1,0,1,Bachelor,High,Low,Low,Good,"Meets Expectations",None
245,36-45,Low,"New Hire",Close,New,3.25,3.20,0.71,0,0,0,College,High,"Very High",High,Better,"Meets Expectations",None
1083,26-35,Medium,"Early Tenure","Very Close",Developing,1.50,1.60,1.22,0,0,0,College,Low,Low,Low,Better,"Meets Expectations",Medium
1094,26-35,Medium,"Early Tenure",Close,New,2.75,2.40,1.43,0,0,0,Doctor,Low,High,"Very High",Better,"Meets Expectations",High
571,26-35,Low,"Long Tenure","Very Close",Established,3.00,3.00,0.79,0,1,0,Bachelor,High,"Very High",High,Good,"Meets Expectations",None
